,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
1922,oyotun,82,PE,1570732097,29,-6.85,-79.3,66.2,8.05
1923,teeli,0,RU,1570732098,78,51.01,90.2,35.2,1.12
1924,lewisburg,1,US,1570732098,46,40.96,-76.88,73.0,3.36
1925,kuching,75,MY,1570732099,94,1.56,110.34,75.2,1.12
1926,gisors,63,FR,1570732099,76,49.28,1.78,59.0,5.82
1927,ibanda,75,TZ,1570732100,83,-2.8,32.47,75.2,12.75
1928,logan lake,5,CA,1570732100,55,50.49,-120.81,37.4,4.7
1929,niquero,39,CU,1570732101,71,20.04,-77.58,85.24,0.76
1930,lincoln,90,GB,1570732101,82,53.23,-0.54,57.99,20.8
1931,bataipora,0,BR,1570732101,22,-22.3,-53.27,97.12,6.23
1932,teguise,40,ES,1570732102,88,29.06,-13.56,73.4,8.05
1933,mlonggo,51,ID,1570732102,71,-6.53,110.7,82.36,7.45
1934,alekseyevsk,98,RU,1570732103,83,57.84,108.35,19.18,4.15
1935,santa flavia,90,CL,1570732104,80,-51.55,-72.35,35.6,24.16
1936,chifeng,3,CN,1570732104,27,42.27,118.96,39.16,5.02
1937,ranong,20,TH,1570732105,100,9.96,98.62,75.2,2.37
1938,makinsk,100,KZ,1570732105,63,52.63,70.42,51.22,4.22
1939,suez,96,EG,1570732105,70,29.97,32.54,73.18,11.41
1940,mayachnyy,70,RU,1570732106,79,52.68,55.69,39.52,5.07
1941,zhaozhou,0,CN,1570732106,27,45.71,125.27,37.18,6.2
1942,villorba,83,IT,1570732107,87,45.74,12.23,63.0,1.12
1943,bunia,100,CD,1570732107,79,1.56,30.25,70.66,2.33
1944,lahaina,20,US,1570732107,78,20.87,-156.68,84.2,13.87
1945,petrokamenskoye,33,RU,1570732108,86,57.72,60.65,31.6,3.34
1946,akonolinga,43,CM,1570732109,94,3.77,12.24,69.76,1.4
1947,san jeronimito,75,MX,1570732109,62,17.55,-101.33,87.8,5.82
1948,listowel,1,CA,1570732109,55,43.73,-80.95,66.0,13.87
1949,arvika,75,SE,1570732110,100,59.65,12.59,46.99,4.7
1950,kuruman,0,ZA,1570732111,18,-27.46,23.43,66.0,14.78
1951,wajima,3,JP,1570732111,70,37.4,136.9,69.4,6.04
1952,igarka,64,RU,1570732112,54,67.47,86.57,27.64,19.22
1953,benjamin aceval,0,PY,1570732112,32,-24.97,-57.57,95.0,13.87
1954,pangkalanbuun,72,ID,1570732112,97,-2.68,111.62,73.0,1.1
1955,lakheri,0,IN,1570732113,45,25.67,76.19,75.52,5.59
1956,hamamatsu,100,JP,1570732113,78,34.71,137.73,75.0,4.0
1957,xiongyue,9,CN,1570732114,67,40.18,122.12,54.28,11.46
1958,east wenatchee bench,1,US,1570732114,55,47.43,-120.28,45.0,3.74
1959,karacakoy,17,TR,1570732114,77,41.4,28.38,64.4,10.29
1960,vajszlo,100,HU,1570732115,96,45.86,17.98,53.01,5.43
1961,muravlenko,100,RU,1570732115,83,63.79,74.5,45.1,19.34
1962,san onofre,90,CO,1570732116,72,9.74,-75.52,84.34,4.14
1963,hoquiam,1,US,1570732116,75,46.98,-123.89,53.01,10.29
1964,weligama,97,LK,1570732117,90,5.97,80.42,76.96,5.0
1965,stawell,76,AU,1570732117,96,-37.06,142.77,38.44,7.27
1966,barra do bugres,45,BR,1570732118,28,-15.07,-57.19,99.28,4.34
1967,boa vista,40,BR,1570732118,46,2.82,-60.67,91.4,8.05
1968,elizabethtown,1,US,1570732118,52,40.15,-76.6,73.99,10.29
1969,magistralnyy,75,RU,1570732119,72,56.17,107.45,17.2,2.82
1970,sharkan,99,RU,1570732119,95,57.3,53.87,39.99,1.01
1971,namuac,6,PH,1570732120,91,18.61,121.17,67.42,3.05
1972,pishva,0,IR,1570732120,17,35.31,51.73,69.8,4.98
1973,moen,73,BE,1570732120,67,50.77,3.4,59.0,11.41
1974,sosva,36,RU,1570732121,85,59.17,61.86,32.5,4.32
1975,natuba,40,BR,1570732121,48,-7.64,-35.55,86.0,19.46
1976,ginir,99,ET,1570732121,94,7.14,40.71,60.04,0.09
1977,sopot,20,BG,1570732122,59,42.65,24.76,66.2,4.7
1978,mazatlan,75,MX,1570732122,59,23.22,-106.42,91.4,10.29
1979,smirnykh,81,RU,1570732122,90,49.74,142.83,46.9,1.43
1980,bela,0,PK,1570732123,68,26.23,66.31,82.36,6.46
1981,tomball,40,US,1570732123,49,30.1,-95.62,93.0,17.22
1982,mizque,0,BO,1570732123,16,-17.94,-65.34,74.8,11.35
1983,campos belos,19,BR,1570732124,18,-13.04,-46.77,98.74,3.96
1984,wukari,61,NG,1570732124,80,7.87,9.78,78.58,2.12
1985,guatire,75,VE,1570732125,78,10.47,-66.54,82.4,4.7
1986,sroda wielkopolska,36,PL,1570732125,93,52.23,17.28,46.99,5.82
1987,kuytun,0,RU,1570732126,64,54.34,101.51,21.52,1.83
1988,macas,75,EC,1570732126,69,-2.3,-78.12,77.0,5.82
1989,ajuchitlan,40,MX,1570732126,49,20.72,-100.02,73.4,5.82
1990,tambovka,0,RU,1570732127,52,47.32,47.38,50.14,12.45
1991,dalby,40,AU,1570732127,76,-27.18,151.26,57.99,9.17
1992,rayon,44,FR,1570732128,76,49.17,2.04,59.0,5.82
1993,lalmohan,44,BD,1570732128,89,22.34,90.74,77.32,3.23
1994,beboto,91,TD,1570732128,87,8.27,16.94,74.26,1.66
1995,daugavpils,92,LV,1570732129,96,55.88,26.53,45.28,5.8
1996,itacoatiara,53,BR,1570732129,38,-3.14,-58.44,95.86,5.51
1997,yarada,75,IN,1570732129,88,17.65,83.27,78.8,5.82
1998,nushki,0,PK,1570732130,18,29.55,66.02,73.9,6.81
1999,damghan,0,IR,1570732130,70,36.17,54.34,58.06,4.59
2000,ziro,14,IN,1570732130,94,27.54,93.82,57.7,2.1
2001,barao de melgaco,40,BR,1570732131,32,-16.19,-55.97,95.0,3.36
2002,elat,40,CM,1570732131,97,2.91,11.16,70.3,4.32
2003,semporna,75,MY,1570732132,88,4.48,118.61,77.0,3.36
2004,pangoa,0,PE,1570732132,31,-12.12,-73.0,94.24,4.08
2005,nador,75,MA,1570732132,78,35.17,-2.93,73.4,10.29
2006,la romana,40,DO,1570732133,70,18.43,-68.97,89.6,9.17
2007,ronne,90,FR,1570732133,77,48.45,0.83,59.0,4.7
2008,yuci,100,CN,1570732133,87,37.68,112.73,51.8,2.24
2009,kazanka,67,UA,1570732134,87,47.83,32.83,55.4,6.71
2010,susuman,100,RU,1570732134,96,62.78,148.15,18.1,2.66
2011,boksitogorsk,100,RU,1570732135,93,59.47,33.85,41.0,3.47
2012,batouri,76,CM,1570732135,93,4.44,14.36,71.38,2.21
2013,jaru,97,BR,1570732136,48,-10.43,-62.48,92.62,1.28
2014,anuchino,83,RU,1570732136,94,43.97,133.06,47.62,1.41
2015,gushikawa,20,JP,1570732136,69,26.35,127.87,77.0,8.05
2016,segezha,97,RU,1570732137,91,63.74,34.31,33.58,8.48
2017,rajpur,1,IN,1570732137,47,26.3,79.68,78.58,3.44
2018,belyy yar,0,RU,1570732138,59,53.6,91.39,31.6,1.72
2019,mweka,89,CD,1570732138,79,-4.85,21.56,76.06,1.79
2020,harbour breton,0,CA,1570732138,70,47.48,-55.8,48.7,6.56
2021,kaili,55,ID,1570732139,84,-3.46,120.21,58.06,3.21
2022,terracina,40,IT,1570732139,77,41.29,13.25,68.0,3.36
2023,cedar city,1,US,1570732139,30,37.68,-113.06,41.0,11.41
2024,bonnyville,75,CA,1570732140,43,54.27,-110.74,35.6,16.11
2025,waterloo,75,SL,1570732141,74,8.34,-13.07,84.2,6.93
2026,lodja,100,CD,1570732141,95,-3.52,23.6,71.74,1.97
2027,paramirim,81,BR,1570732142,38,-13.44,-42.24,81.46,14.94
2028,alindao,85,CF,1570732142,93,5.04,21.21,71.2,2.06
2029,kaoma,89,ZM,1570732143,33,-14.8,24.8,78.4,6.52
